                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6528,                 4.6212,                 1.8193,                0.11632,                0.06061,                0.04472,                0.01801,                 2.0642,                 34.203,                 2.2106,             0.00066111,             0.00066111,             0.00066111
